INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,IDADE,HOMEKIDS,YOJ,SALARIO,CONTA_CLI,HOME_VAL,CASADO,SEX,EDUCATION,JOB,TRAVTIME,USO_PROD,VALOR_SOLICITADO,TIF,TIPO_PROD,PROD_ALTO_VALOR,OLDCLAIM,CLM_FREQ,TRAN_SUSP,TEMPO_CLIENTE,TEMPO_VIDA_PROD,URBANICITY
732,0,0,0,56,0,9,29400.8393701472,No,195992.766523863,Yes,F,Ensino Medio,Trabalho Administrativo,43.4880124846029,Pessoal,18350,14,Renda Variavel,no,0,0,No,0,6,Rural
734,0,0,0,43,0,10, ,No,0,No,F,Ensino Fundamental,Trabalho Administrativo,50.3334567705015,Pessoal,14080,4,Poupanca,no,0,0,No,0,1,Rural
735,0,0,0,52,0,10,47417.4174929418,No,229556.088181288,No,M,Mestrado,Advogado,60.7904352813053,Pessoal,8840,10,Poupanca,no,0,0,No,0,13,Urbano
736,0,0,0,42,0,12,91845.0659116381,No,261847.631143501,Yes,F,Mestrado,Profissional,40.730337746715,Pessoal,33490,11,Renda Variavel,no,0,0,No,0,19,Urbano
737,1,3960,0,32,0,10,16118.4703837413,No,0,No,F,Ensino Fundamental,Trabalho Manual,43.6553266407809,Pessoal,6380,1,Renda Variavel,no,7223,1,No,4,1,Urbano
738,0,0,0,42,0,13,172119.016902373,No,429985.123205757,Yes,M,PhD,Gerente,26.4186779078461,Comercial,7580,16,Criptomeda,no,0,0,No,0,12,Urbano
739,0,0,0,27,3,15,52335.2006200869,No,187295.270712474,Yes,M,Ensino Superior,Trabalho Administrativo,23.5792566190403,Pessoal,9430,18,Poupanca,no,0,0,No,0,7,Urbano
740,0,0,0,38,2,10,40179.5931578461,No,164345.97665001,Yes,F,Mestrado,Do Lar,23.3257926499339,Pessoal,3320,1,CDB,no,0,0,No,0,2,Rural
741,0,0,0,46,0,11,89656.5764172189,No,267838.938948023,No,F,Ensino Superior,Profissional,38.8874918045555,Pessoal,11070,1,Renda Variavel,no,0,0,No,1,10,Urbano
742,0,0,1,38,1,14,39337.9745014508,Yes,0,No,M,Ensino Medio,Trabalho Manual,27.7395450566258,Comercial,9230,4,Poupanca,no,0,0,No,0,1,Rural
743,0,0,1,41,1,0,0,No,132570.625871337,Yes,F,Mestrado,Do Lar,20.5368663687078,Pessoal,5600,16,CDB,no,4263,3,No,0,17,Urbano
744,1,1226,0,41,0,10,50330.7155024832,No,0,No,F,Ensino Superior,Trabalho Manual,23.0367408154743,Comercial,18870,4,Criptomeda,no,5581,2,No,7,1,Urbano
745,0,0,0,42,1,6,68984.1400155819,Yes,219684.482524608,No,M,Ensino Fundamental,Profissional,45.6686455460485,Pessoal,1500,6,Poupanca,yes,0,0,Yes,4,5,Urbano
749,0,0,0,44,0,9,70913.7422718246,No,0,No,F,Ensino Superior,Trabalho Manual,68.9509249765454,Comercial,5900,7,Renda Variavel,no,0,0,No,0,9,Rural
750,0,0,0,55,0,13,28196.4366130842,No,147611.296224884,No,F,Ensino Medio,Trabalho Administrativo,26.6630162907472,Pessoal,16340,6,Poupanca,no,0,0,No,0,6,Rural
751,0,0,0,39,0,10,198319.70390213,No,494094.24086762,Yes,M,Ensino Medio,Trabalho Manual,19.666373694836,Pessoal,38910,6,Poupanca,yes,0,0,No,1,1,Urbano
752,0,0,0,56,0,6, ,No,242440.897475949,Yes,F,Mestrado,Advogado,12.7898895107286,Pessoal,29040,4,Poupanca,no,0,0,No,0,14,Urbano
754,0,0,0,45,0,7,155990.408712399,No,405670.515103224,Yes,F,Mestrado,Advogado,30.4808368815964,Pessoal,6000,4,Renda Variavel,no,0,0,No,0,11,Urbano
755,0,0,0,50,0,14,5041.16386158875,No,85436.8269063446,No,F,Mestrado,Do Lar,5,Comercial,13620,10,Criptomeda,no,0,0,No,0,15,Urbano
756,0,0,0,56,0, ,84185.7935865146,No,266967.699888592,Yes,M,Mestrado,Gerente,45.095411864568,Pessoal,15520,7,Poupanca,no,0,0,No,0,19,Urbano
758,1,4402,0,36,0,0,0,No,68436.1167724712,No,F,PhD,Do Lar,61.6626521696303,Pessoal,2680,6,CDB,no,0,0,No,0,21,Urbano
759,0,0,0,31,1,8,2177.42226931113,Yes,0,No,M,Ensino Medio,Estudante,23.842090696365,Pessoal,13150,4,Poupanca,yes,0,0,No,0,1,Urbano
760,0,0,0,40,0,8,55257.7655276765,No,182916.682457833,No,M,Ensino Medio,Trabalho Manual,37.2312744277917,Comercial,13860,10,Poupanca,no,6474,2,No,3,1,Urbano
761,0,0,0,44,0,14,25587.7723646482,No,119824.825815195,Yes,M,Ensino Fundamental,Trabalho Manual,30.1378200462149,Pessoal,14830,5,Poupanca,yes,0,0,No,2,4,Urbano
762,1,5722,0,54,0,8,55741.9267483653,No,186013.055067699,Yes,F,Ensino Medio,Trabalho Manual,51.6232006896386,Comercial,15810,10,Renda Variavel,no,9718,3,Yes,2,9,Urbano
764,1,6220,0,54,0,14,81437.5647730924,No,0,No,F,Mestrado,Advogado,39.2761390389632,Pessoal,15040,4,CDB,no,0,0,No,0,16,Urbano
765,0,0,2,40,2,13,45777.2238791776,No,199049.13209623,Yes,M,Ensino Superior,Trabalho Administrativo,78.4261418998901,Comercial,16990,7,Renda Fixa,yes,0,0,No,4,11,Rural
766,0,0,0,38,0,10,98120.218914643,No,0,No,F,Ensino Superior,Trabalho Manual,21.9599517905094,Comercial,16090,3,Renda Variavel,no,2982,3,No,2,12,Urbano
768,1,2962.10176965375,1,42,2,10,36230.1666022824,Yes,158234.080319339,No,F,Ensino Fundamental,Trabalho Manual,41.735133424806,Pessoal,6480,4,Renda Variavel,no,9773,2,No,1,5,Urbano
769,0,0,0,43,0,12,37384.3635008275,No,196790.241487596,Yes,M,Ensino Medio,Gerente,51.1305392583636,Pessoal,9540,6,Criptomeda,yes,0,0,No,4, ,Urbano
770,0,0,0,41,0,10,36338.7667837527,No,217474.860348597,Yes,F,Ensino Medio,Trabalho Manual,40.4280743947354,Comercial,25980,6,Criptomeda,no,0,0,No,2,13,Urbano
771,0,0,0,45,3,18,77864.8368154071,No,209525.941982442,Yes,F,Ensino Fundamental,Trabalho Manual,14.4882424147439,Pessoal,27170,7,Poupanca,no,0,0,No,1,7,Urbano
772,0,0,0,53,0,11,97705.9108507762,No,0,No,M,Mestrado, ,48.3945675479496,Comercial,18020,9,Renda Fixa,yes,0,0,No,0,10,Urbano
773,0,0,0,53,0,15,63049.0277540919,No,197046.127610242,Yes,M,Ensino Superior,Profissional,40.4488689850535,Pessoal,13010,6,Poupanca,yes,1402,1,No,6,12,Urbano
775,1,4405,0,32,1,14,42666.569252367,Yes, ,No,M,Ensino Superior,Profissional,29.9153073945725,Comercial,8130,6,Criptomeda,yes,5398,1,No,3,1,Urbano
777,0,0,0,42,3, ,43444.0841226993,Yes,190219.745011879,No,F,Ensino Medio,Gerente,33.2060471633509,Pessoal,28060,7,Poupanca,no,0,0,No,1,8,Urbano
778,1,5378,1,42,1,12,71686.1321890351,Yes,0,No,F,Ensino Superior,Profissional,37.2094617084407,Pessoal,12870,10,CDB,no,5982,2,No,2,10,Urbano
779,0,0,0,41,0,0,0,No,105303.296683681,Yes,F,Mestrado,Do Lar,60.1827215535727,Pessoal,5600,1,Renda Variavel,no,0,0,No,0,19,Rural
780,0,0,1,39,3,14,46877.8900611016,No,176581.91191606,Yes,F,Ensino Superior,Trabalho Administrativo,27.289526129536,Pessoal,13740,7,Renda Variavel,no,0,0,No,1,9,Urbano
781,0,0,0,27,0,8,78197.205228585,No,229919.706618952,Yes,F,Mestrado,Gerente,11.6893680028387,Pessoal,18040,13,Criptomeda,no,0,0,No,0,12,Urbano
782,0,0,1,43,1,11,84341.6800523945,No,289734.290532989,Yes,M,Mestrado,Advogado,47.4360488065453,Pessoal,28840,10,Poupanca,no,3826,3,No,2,8,Urbano
783,0,0,0,45,1,9,24178.2935648515,No,115380.658471122,Yes,F,Ensino Fundamental,Trabalho Administrativo,67.2248656641139,Pessoal,29790,10,Poupanca,no,9197,2,No,1,1,Urbano
784,0,0,0,43,0,11,44139.2771162562,No,149104.759574628,No,F,Ensino Medio,Trabalho Manual,40.4432529980281,Comercial,13910,1,Renda Variavel,no,0,0,Yes,0,1,Rural
785,1,2044.21689603649,0,33,0,9,69641.4922717896,No,230290.205466735,No,M,Ensino Superior,Trabalho Manual,32.7301121545878,Comercial,22680,1,Tesouro Direto,yes,1712,4,No,2,15,Urbano
786,0,0,0,48,0,15,81939.6843007474,No,263362.652605787,Yes,F,Ensino Medio,Gerente,5,Pessoal,17270,1,CDB,no,17691,1,Yes,6,1,Urbano
787,0,0,0,52,0,13,16005.2354273647,No,52556.9202965005,Yes,M,Ensino Fundamental,Trabalho Administrativo,38.3062815886051,Pessoal,11570,7,Criptomeda,yes,3546,1,No,5,1,Urbano
789,0,0,0,55,0,15, ,No,147544.779471322,Yes,M,Ensino Superior,Profissional,39.620373248365,Comercial,33880,9,Tesouro Direto,yes,6822,2,No,3,9,Urbano
790,0,0,0,51,1,13,46380.9316721743,No,217178.984983821,Yes,F,Ensino Medio,Gerente,18.2065856061869,Pessoal,20130,12,Renda Variavel,no,0,0,No,0,6,Urbano
791,0,0,0,47,0,8,51624.2473385203,No,0,No,M,Ensino Medio,Trabalho Administrativo,24.1958573138123,Pessoal,20500,1,Renda Fixa,yes,0,0,No,0,1,Urbano
792,1,834.520691455506,0,28,0,9,13409.69807611,No,0,Yes,M,Ensino Medio,Estudante,26.8064473769584,Pessoal,4500,7,Criptomeda,no,5575,2,No,2,10,Urbano
793,0,0,0,51,0,11,61666.0897561417,No,198754.553013569,Yes,F,Ensino Superior,Gerente,34.3373706832843,Pessoal,20910,1,Criptomeda,no,10147,1,No,4,11,Urbano
795,0,0,0,47,0,12,64246.4601418498,No,233450.17942659,Yes,M,Ensino Superior,Gerente,33.9570648626868,Comercial,7200,1,Criptomeda,yes,10265,1,No,1,13,Urbano
796,0,0,0,40,2,9,31956.589245738,No,143354.045028127,Yes,M,Ensino Fundamental,Trabalho Administrativo,29.1660919900763,Pessoal,19930,14,Renda Fixa,yes,0,0,No,0,1,Urbano
797,1,4578,0,30,2,11,13489.7171547625,No,95446.6278388798,Yes,M,Ensino Medio,Estudante,5,Comercial,5850,10,Criptomeda,no,31401,3,Yes,1,1,Urbano
798,0,0,0,53,0,11,82265.5593995802,No,0,No,M,Mestrado,Advogado,21.3919033800476,Pessoal,15030,1,Poupanca,yes,0,0,No,1,16,Urbano
800,0,0,1,42,2, ,35100.5702709332,No,150376.061884709,Yes,F,Ensino Superior,Trabalho Administrativo,36.5092437687156,Pessoal,9210,4,Renda Variavel,no,0,0,No,2,16,Rural
801,0,0,0,53,1,13,52018.666157409,No,213949.944408683,Yes,M,Ensino Superior,Trabalho Manual,52.3576778311857,Comercial,16940,3,Renda Fixa,no,32115,1,No,0,11,Urbano
802,0,0,0,43,0,12,2346.16392346647,No,99553.5637697755,Yes,F,Ensino Superior,Estudante,25.1922905634388,Comercial,24590,1,Poupanca,no,33218,3,No,0,7,Urbano
804,0,0,1,38,2,15,40342.0780032909,No,189439.155991983,Yes,F,Ensino Superior,Trabalho Administrativo,5,Pessoal,8230,1,Renda Variavel,no,0,0,No,1,14,Rural
805,0,0,0,41,2,13,78370.2560037446,Yes,230394.061295566,No,F,Mestrado,Advogado,42.4129499359843,Pessoal,21340,11,Poupanca,no,0,0,No,0,12,Rural
808,0,0,0,28,1,11,70028.9994356987,No,227430.271949301,Yes,F,Mestrado, ,51.7852846171155,Pessoal,11300,11,Renda Variavel,no,0,0,No,0,10,Urbano
809,0,0,0,35,2,13,35906.8931529899,Yes,160171.307872549,No,F,Ensino Medio,Trabalho Administrativo,52.9417969518779,Pessoal,8590,4,Renda Variavel,no,1278,2,No,6, ,Rural
810,0,0,0,51,0,12,37720.6545409065,No, ,No,M,Ensino Medio,Trabalho Manual,23.088088971451,Comercial,11750,1,Criptomeda,yes,6281,2,No,1,5,Rural
812,0,0,0,47,0,9,107414.124588042,No,0,No,F,Mestrado,Do Lar,49.8231213965263,Comercial,21220,7,Criptomeda,no,8295,2,No,2,17,Urbano
813,0,0,0,46,0,15,45109.3380266317,No,230563.975271088,Yes,F,PhD,Medico,30.5619094825155,Pessoal,26780,4,Poupanca,no,0,0,No,1,18,Urbano
814,0,0,0,43,0,9,21913.3429674857,No,125623.629011181,Yes,M,Ensino Fundamental,Trabalho Administrativo,26.2089424053371,Comercial,7990,6,Criptomeda,no,4748,3,No,1,4,Urbano
815,0,0,0,53,0,2,55890.4929585493,No,0,No,F,Mestrado,Advogado,43.2591671952655,Pessoal,12390,6,Renda Variavel,no,6668,1,No,4,19,Urbano
817,0,0,0,46,0,10,70307.2241165829,No,226428.867945567,Yes,F,Ensino Superior,Trabalho Manual,36.2595541674863,Comercial,22210,1,Renda Variavel,no,6632,2,No,0,10,Urbano
820,0,0,0,47,0,10, ,No,0,No,F,Mestrado,Advogado,23.0433345793761,Pessoal,32020,1,Poupanca,no,37066,2,Yes,0,22,Urbano
821,0,0,0,55,0,15,39421.8486975357,No,173117.493813507,Yes,F,Ensino Medio,Trabalho Administrativo,31.9177365733193,Pessoal,18150,1,Poupanca,no,0,0,No,0,8,Urbano
822,1,9270,0,50,0,3,87718.9642370805,No,0,No,M,Ensino Superior,Trabalho Manual,20.0674368225368,Comercial,9160,17,Poupanca,no,0,0,Yes,2,9,Urbano
823,0,0,0,55,0,12, ,No,118927.892131403,Yes,F,Ensino Superior,Do Lar,35.558188870344,Pessoal,1500,13,Renda Variavel,no,0,0,No,1,8,Rural
824,1,5040,0,40,0,11,32264.9697785709,No,0,No,F,Ensino Medio,Trabalho Administrativo,46.499252463806,Pessoal,8730,3,Poupanca,no,3979,1,No,7,1,Urbano
825,0,0,0,47,0,10,55820.9107134068,No,223804.191231399,Yes,F,Ensino Medio,Trabalho Administrativo,47.7362527504469,Pessoal,11780,1,Renda Variavel,no,7822,3,No,0,1,Urbano
826,0,0,0,37,3,15,98654.5510488091,No,272278.046307443,Yes,F,Mestrado,Advogado,14.7499337458414,Pessoal,11370,1,Renda Variavel,no,0,0,No,5,13,Urbano
827,0,0,0,34,1,11,35136.3698174486,No,121174.59926801,Yes,M,Ensino Medio,Trabalho Administrativo,8.87148350079361,Pessoal,15330,10,Poupanca,yes,0,0,No,1,1,Urbano
828,0,0,0,44,0,12, ,No,228990.379950295,No,M,Ensino Fundamental,Trabalho Administrativo,39.0717425306132,Comercial,21960,7,Renda Fixa,yes,0,0,No,0,1,Rural
829,0,0,0,53,0,12,167661.255638212,No,433494.338589054,No,M,Mestrado, ,35.5543806786675,Comercial,24390,4,Tesouro Direto,no,10421,3,No,0,18,Urbano
830,0,0,0,37,0,10,44705.4401372157,No,159710.16117042,Yes,M,Mestrado,Profissional,20.9006048047718,Pessoal,12990,6,Poupanca,yes,0,0,No,4,13,Urbano
832,0,0,0,53,0,13, ,No,185520.66305957,Yes,F,Ensino Superior,Profissional,26.747844096394,Pessoal,14880,10,Renda Variavel,no,0,0,Yes,1,6,Urbano
833,1,4539,0,56,0,13,44320.4603659484,No,166534.76807751,Yes,F,Ensino Superior,Trabalho Administrativo,47.5200762032256,Comercial,12160,1,Criptomeda,no,3211,1,No,7,15,Urbano
834,0,0,0,52,0,13,154956.317115644,No,0,No,M,Mestrado, ,38.5248517673075,Comercial,26910,10,Tesouro Direto,yes,0,0,No,2,16,Urbano
836,1,2010.64780899459,0,58,0, ,7451.5426644214,No,0,No,F,Ensino Medio,Estudante,30.3358259962572,Pessoal,8050,1,Renda Variavel,no,9231,3,No,0,1,Urbano
838,1,2408,0,42,2,14,73694.4643011331,No,224623.279604078,Yes,F,Ensino Superior,Profissional,36.623062556327,Pessoal,5730,1,Renda Variavel,no,0,0,Yes,0,11,Urbano
839,0,0,0,52,0,13,57536.1489097565,No,180829.608091758,Yes,F,Ensino Medio,Profissional,74.1848090263323,Pessoal,17130,6,Criptomeda,no,0,0,No,0,6,Rural
840,1,2697,2,45,3,9,44785.5828370644,No,175534.222376558,Yes,F,Ensino Medio,Trabalho Administrativo,5,Pessoal,10480,13,Renda Variavel,no,0,0,No,2,1,Urbano
842,1,6098,0,39,1,6,56014.1654082834,No,234014.486593411,Yes,F,Ensino Superior,Profissional,27.9821753927442,Pessoal,7100,4,Renda Variavel,no,0,0,No,0, ,Urbano
843,0,0,0,47,0,12,38759.7148472056,No,215331.879182561,No,F,Ensino Superior,Profissional,17.4885758696069,Comercial,27820,6,Criptomeda,no,0,0,No,1,12,Rural
844,0,0,0,46,0,13,52954.9518537733,No,0,No,M,Ensino Superior,Profissional,14.8239374849973,Pessoal,14640,1,Poupanca,yes,0,0,No,0,9,Urbano
845,0,0,1,34,1,12,33197.1130660331,No,123198.617581326,Yes,F,Ensino Medio,Trabalho Administrativo,29.4958125184207,Pessoal,5100,4,Renda Variavel,no,0,0,No,0,6,Urbano
847,0,0,0,37,4,17,22699.405153809,Yes,0,No,M,Ensino Fundamental,Trabalho Administrativo,35.3325427408736,Pessoal,7470,1,Criptomeda,yes,0,0,No,0,1,Rural
848,0,0,0,46,0,10,144447.859376978,No,370577.784262417,No,F,Mestrado,Advogado,34.2852635609528,Pessoal,12130,1,Renda Variavel,no,0,0,No,3,17,Urbano
849,0,0,0,30,1,12,28161.6764147265,No,137584.753202028,Yes,M,Ensino Fundamental,Trabalho Administrativo,6.18378968527849,Pessoal,12680,3,Poupanca,yes,49131,1,Yes,0,7,Urbano
850,0,0,0,49,0, ,39934.227353124,No,178680.6483211,Yes,F,Ensino Medio,Trabalho Administrativo,54.1835754595835,Pessoal,11750,4,Renda Variavel,no,0,0,No,0, ,Rural
851,0,0,0,46,0,10,33333.2412891205,No,124115.029844776,Yes,F,Ensino Medio,Trabalho Administrativo,27.7851091606787,Pessoal,9430,13,Renda Variavel,no,0,0,No,0, ,Rural
852,0,0,0,41,2,17,65900.9875465387,No,243198.36108639,Yes,M,PhD,Advogado,16.1223139640276,Pessoal,16570,6,Renda Fixa,yes,0,0,Yes,1,8,Urbano
853,1,5834.72756254819,0,57,1,0,0,No,83842.5324816178,Yes,F,Ensino Fundamental,Do Lar,35.9366628634449,Pessoal,9180,1,Renda Variavel,no,2933,2,No,8,1,Urbano
854,1,1418,2,40,3,16,96613.4923865744,Yes,296274.401413527,No,F,Ensino Superior,Profissional,30.29104079417,Pessoal,24010,1,Poupanca,no,4426,2,No,3,5,Urbano
855,0,0,0,36,0,13,46195.0437121897,No,218148.84054039,Yes,F,Ensino Superior,Trabalho Administrativo,25.0902144610419,Pessoal,20530,3,Poupanca,no,0,0,No,0,14,Rural
857,0,0,0,53,0,17, ,No,344629.227703245,Yes,F,PhD,Gerente,43.4630230261491,Pessoal,6800,1,Renda Variavel,no,0,0,No,2,16,Urbano
858,0,0,0,39,1,6,56014.1654082834,No,234014.486593411,Yes,F,Ensino Superior,Profissional,27.9821753927442,Pessoal,23370,1,Criptomeda,no,0,0,Yes,0, ,Urbano
859,0,0,0,28,0,8,62293.7567117973,No,177385.922918571,No,M,Ensino Medio,Trabalho Manual,43.0126163677537,Comercial,18370,7,Renda Fixa,yes,0,0,No,1,8,Rural
860,0,0,0,46,0,14,99224.0018318439,No,274393.098684616,Yes,M,Ensino Superior,Trabalho Manual,32.9800116225166,Comercial,13500,1,Poupanca,no,0,0,No,1,11,Rural
864,0,0,0,53,0,15,58231.3178373476,No,176785.420878554,Yes,M,Ensino Superior,Profissional,57.7406532839704,Pessoal,1500,4,Poupanca,yes,0,0,No,0, ,Urbano
866,0,0,0,39,0,10,31868.5115068229,No,0,No,F,Ensino Medio,Trabalho Administrativo,5,Pessoal,15140,22,Renda Variavel,no,8431,1,No,4,7,Urbano
867,0,0,0,44,2,14,57856.5551881305,Yes,0,No,F,Ensino Superior,Profissional,22.9057248976644,Pessoal,19170,1,Renda Variavel,no,0,0,No,0,7,Urbano
868,1,3338,0,38,0,9,57889.5037034162,No,0,No,F,Ensino Superior,Trabalho Administrativo,18.8266266868124,Comercial,25280,1,Criptomeda,no,0,0,Yes,2,13,Urbano
869,0,0,0,30,4,16,42579.2152186461,No,169595.524846296,Yes,F,Ensino Medio,Trabalho Manual,11.842234386528,Comercial,24490,10,Criptomeda,no,2974,1,No,0,7,Urbano
870,0,0,0,44,0,4,64617.0149517648,No,0,No,F,Ensino Medio,Trabalho Manual,45.6616900943099,Comercial,12360,4,Renda Variavel,no,0,0,No,0,1,Urbano
872,0,0,0,37,0,9,101862.504075776,No,291190.836772423,No,M,Ensino Superior,Profissional,42.7102458792656,Comercial,25850,4,Tesouro Direto,yes,0,0,No,0,5,Urbano
873,1,2569,0,24,1,7,6862.2009844864,Yes,0,No,F,Ensino Superior,Trabalho Administrativo,37.9414102131713,Pessoal,2190,1,Renda Variavel,yes,11226,1,No,4,9,Urbano
874,0,0,0,44,0,14,110556.158975594,No,345278.025648544,Yes,F,Mestrado,Gerente,40.9417713783203,Pessoal,14090,6,Renda Variavel,no,0,0,No,2,14,Urbano
875,0,0,0,57,0,15,66292.9740307009,No,242648.112700246,Yes,M,Ensino Superior,Profissional,7.17744904341281,Comercial,27370,6,Tesouro Direto,no,0,0,No,0,7,Urbano
876,1,3079,0,52,0,0, ,No,0,Yes,F,Ensino Medio,Estudante,21.6103015171134,Pessoal,1500,1,CDB,no,0,0,No,0,7,Urbano
877,0,0,0,55,0,10,7231.20846956429,No,82288.7462410701,Yes,F,Mestrado,Advogado,20.5148091150751,Pessoal,2220,4,Renda Variavel,no,26871,1,Yes,2,12,Urbano
878,0,0,0,49,0,15,95637.2949968244,No,277837.211674065,Yes,M,Ensino Medio,Trabalho Manual,9.08732362192547,Comercial,12330,1,Poupanca,yes,0,0,No,1,1,Urbano
882,0,0,0,52,0,12,82598.9642863714,No,0,No,F,Mestrado,Advogado,15.9325187465707,Pessoal,13660,6,Poupanca,no,0,0,No,2,26,Urbano
883,0,0,0,51,1,15,58183.9114255169,No,231101.749112315,Yes,F,Ensino Medio,Gerente,10.5123123219721,Pessoal,16010,9,Poupanca,no,0,0,No,0,1,Urbano
884,0,0,0,51,0,11,122934.155334235,No,0,No,F,Ensino Superior,Profissional,38.2802245875195,Pessoal,28140,1,Poupanca,no,4992,2,No,6,11,Urbano
886,0,0,0,48,0,12,80657.4883601481,No,257920.912517061,Yes,M,Ensino Superior,Trabalho Manual,42.4937928016683,Comercial,14370,13,Poupanca,yes,2928,2,No,4,9,Urbano
888,0,0,0,48,0,10,19717.9385192756,No,126038.258234767,Yes,F,Ensino Fundamental,Trabalho Administrativo,22.9171391948352,Pessoal,15550,6,Poupanca,no,0,0,No,2,1,Urbano
889,0,0,0,45,2,0,0,No,115796.796807092,Yes,M,Ensino Fundamental,Estudante,21.0703639190146,Pessoal,6880,1,Criptomeda,yes,0,0,No,0,7,Urbano
890,0,0,0,51,0,14,77727.7087245508,No,215250.40919098,No,F,Ensino Superior,Trabalho Manual,43.1163588669736,Comercial,14370,10,Renda Variavel,no,8466,4,No,4,9,Urbano
891,0,0,0,53,0,16,73055.9045599862,No,0,No,M,Ensino Superior,Gerente,33.907179729882,Pessoal,14110,9,Poupanca,yes,0,0,No,1,12,Urbano
893,0,0,0,46,0,10,93542.8218952626,No,0,No,F,Mestrado,Advogado,53.7675133281616,Pessoal,24430,1,Poupanca,no,43170,2,No,6,16,Urbano
894,0,0,0,54,0,12,1590.3522174525,No,58365.1191198515,Yes,M,Mestrado,Advogado,14.2073216073336,Pessoal,20320,7,Renda Fixa,yes,0,0,No,0,16,Urbano
895,0,0,0,31,1,9,17645.3208931979,No,0,Yes,F,Ensino Superior,Estudante,31.9452120543466,Comercial,4600,6,Renda Variavel,no,0,0,Yes,0,11,Urbano
896,0,0,0,47,0,13,40459.9874347933,No,0,No,F,Mestrado,Trabalho Manual,54.2038096834738,Comercial,5550,4,CDB,no,0,0,No,1,16,Rural
897,0,0,0,51,0,12,15541.7332247062,No,0,No,F,Ensino Fundamental,Trabalho Manual,13.5221538234016,Pessoal,3050,10,Renda Variavel,no,0,0,No,0,1,Rural
899,0,0,0,38,0,5,25123.1540284707,No,101352.47759902,Yes,M,Ensino Fundamental,Estudante,52.2038768443271,Pessoal,11710,1,Criptomeda,yes,0,0,No,1,1,Rural
901,0,0,0,47,0,14,52813.9292899868,No,217252.821661972,Yes,M,Ensino Medio,Trabalho Manual,19.8530968889328,Comercial,11480,1,Criptomeda,yes,0,0,No,0,11,Rural
902,1,4011,2,45,3,10,116018.16662144,No, ,Yes,M,Ensino Superior,Gerente,24.800944028915,Comercial,17600,4,Renda Fixa,no,16545,1,Yes,2,4,Urbano
903,0,0,0,52,0,6,147665.54648835,No,405909.537300634,Yes,F,Mestrado,Advogado,42.8804666182044,Pessoal,21530,7,Poupanca,no,0,0,No,0,17,Rural
905,0,0,0,50,0,11,92320.8201080709,No,317665.255453463,Yes,M,Mestrado,Advogado,27.8658451470894,Pessoal,11660,6,Poupanca,no,0,0,No,0,10,Urbano
907,0,0,0,47,0,11,86433.6852054495,No,236430.618876989,Yes,F,Mestrado,Gerente,36.2391514550425,Pessoal,13270,1,Poupanca,no,0,0,No,0,14,Urbano
908,0,0,0,27,1,9,7988.75282606041,No,59185.1111478011,Yes,F,Ensino Medio,Do Lar,48.3735863685371,Pessoal,5000,6,CDB,no,0,0,No,2,1,Rural
909,0,0,0,42,0,13,129273.60341897,No,281199.672579099,Yes,M,PhD, ,64.15586370353,Comercial,28930,6,Tesouro Direto,yes,0,0,No,3,22,Urbano
911,0,0,0,25,1,9,24234.2867455586,No,0,Yes,M,Ensino Superior,Estudante,46.2185080194063,Comercial,6420,1,Criptomeda,yes,1368,2,No,1,15,Rural
914,0,0,0,46,0, ,0,No,99200.1292696352,Yes,F,Ensino Superior,Do Lar,27.7840752949219,Pessoal,6500,1,CDB,no,6913,3,No,2,10,Urbano
915,0,0,0,36,0,9,64677.3584822551,No,0,No,F,Mestrado,Advogado,42.9408200111451,Pessoal,11570,6,Renda Variavel,no,8190,2,No,5,23,Urbano
916,0,0,1,44,3,15,74482.8318743655,No,265815.339431024,Yes,F,Ensino Medio,Trabalho Administrativo,42.7882380479824,Pessoal,12300,6,Renda Variavel,no,0,0,No,0,5,Rural
917,0,0,0,49,0,9,117251.508399177,No,0,No,M,Mestrado,Advogado,28.1200078470928,Pessoal,18130,11,Renda Fixa,yes,6494,2,No,0,15,Urbano
918,1,3771,1,41,2,15,105562.869272177,No,306853.658695379,Yes,F,Mestrado,Advogado,22.9030448060981,Pessoal,27520,7,Criptomeda,no,35585,2,Yes,0,18,Urbano
920,0,0,0,54,0,13,63212.456215471,No,207429.216573434,Yes,F,Ensino Medio,Gerente,38.0258526115082,Pessoal,13220,1,Renda Variavel,no,6712,1,No,0,1,Urbano
921,0,0,0,46,0,14,39074.6575806176,No,170744.242375034,Yes,F,Mestrado,Advogado,7.55551061287014,Pessoal,26000,1,Poupanca,no,0,0,No,3,18,Urbano
922,0,0,0,46,1,13,62886.1569985541,Yes,202177.704565053,No,F,Ensino Superior,Profissional,17.7356685530166,Pessoal,22260,1,Poupanca,no,5290,1,No,6,6,Urbano
923,0,0,1,40,3,14,33150.1457311851,No,146179.719421088,Yes,M,Ensino Medio,Trabalho Administrativo,23.2033689882416,Comercial,20990,4,Renda Fixa,yes,0,0,No,0,1,Rural
926,1,6868,0,33,1, ,112942.845169415,No,307155.034799077,Yes,F,PhD,Advogado,29.1891098066814,Pessoal,16090,2,CDB,no,0,0,No,0,19,Urbano
927,1,5811,1,45,1,10,36364.6956681987,Yes,0,No,M,Ensino Medio,Trabalho Administrativo,47.9482539957074,Pessoal,20010,4,Poupanca,no,0,0,No,3,8,Urbano
