"","Id_Cliente","Idade","Escolaridade","Trabalho","Salario","Previsao_Risco"
"366",1778,30,"Ensino Medio","Trabalho Manual",47538.32645,"Alto Risco"
"367",1780,30,"Mestrado","Profissional",19354.88924,"Baixo Risco"
"368",1782,55,"Ensino Fundamental","Trabalho Manual",69683.35821,"Baixo Risco"
"369",1784,46,"Ensino Medio","Trabalho Manual",78928.65227,"Baixo Risco"
"370",1786,47,"Ensino Fundamental","Trabalho Administrativo",18572.75514,"Baixo Risco"
"371",1787,59,"Ensino Superior","Trabalho Manual",131918.552,"Baixo Risco"
"372",1792,44,"PhD","Gerente",89473.80031,"Baixo Risco"
"373",1800,40,"Mestrado","Advogado",131449.3985,"Alto Risco"
"374",1801,45,"Ensino Medio","Trabalho Manual",36744.61841,"Baixo Risco"
"375",1803,53,"Mestrado","Advogado",45386.7554,"Baixo Risco"
"376",1804,35,"Ensino Medio","Estudante",7162.672404,"Alto Risco"
"377",1807,51,"PhD","Medico",257228.1889,"Baixo Risco"
"378",1818,52,"PhD","Gerente",87000,"Alto Risco"
"379",1821,51,"Ensino Medio","Trabalho Manual",74003.41849,"Baixo Risco"
"380",1822,43,"Ensino Medio","Do Lar",71963.68948,"Baixo Risco"
"381",1828,48,"Mestrado","Advogado",128973.7306,"Baixo Risco"
"382",1833,25,"Ensino Fundamental","Trabalho Manual",17351.8549,"Alto Risco"
"383",1844,55,"Ensino Medio","Profissional",55531.83543,"Alto Risco"
"384",1847,31,"Ensino Fundamental","Estudante",0,"Alto Risco"
"385",1850,46,"Mestrado","Gerente",75614.07515,"Baixo Risco"
"386",1854,65,"Mestrado","Advogado",88000,"Baixo Risco"
"387",1858,43,"Ensino Superior","Trabalho Manual",58000,"Baixo Risco"
"388",1864,36,"Ensino Superior","Profissional",32278.02192,"Baixo Risco"
"389",1867,29,"PhD","Trabalho Administrativo",62151.01711,"Baixo Risco"
"390",1876,27,"Ensino Medio","Estudante",0,"Alto Risco"
"391",1880,47,"PhD","Medico",167759.8923,"Baixo Risco"
"392",1881,40,"Ensino Medio","Gerente",60445.39902,"Baixo Risco"
"393",1891,30,"Mestrado","Profissional",77170.01799,"Baixo Risco"
"394",1894,42,"Ensino Fundamental","Trabalho Administrativo",34071.6013,"Baixo Risco"
"395",1895,43,"Ensino Medio","Trabalho Manual",35193.24473,"Baixo Risco"
"396",1901,30,"Ensino Superior","Trabalho Manual",69512.4706,"Baixo Risco"
"397",1905,47,"Ensino Superior","Profissional",108892.3373,"Baixo Risco"
"398",1912,45,"Mestrado","Advogado",63952.17766,"Baixo Risco"
"399",1918,41,"Ensino Medio","Trabalho Manual",45298.12348,"Baixo Risco"
"400",1921,30,"Ensino Medio","Trabalho Administrativo",17531.7271,"Baixo Risco"
"401",1923,38,"Ensino Superior","Trabalho Administrativo",39547.37035,"Baixo Risco"
"402",1924,38,"Ensino Superior","Profissional",76000,"Baixo Risco"
"403",1931,40,"Mestrado","Advogado",84593.97593,"Baixo Risco"
"404",1941,52,"Ensino Fundamental","Trabalho Manual",40833.44937,"Baixo Risco"
"405",1950,46,"Mestrado","Profissional",132651.0466,"Baixo Risco"
"406",1951,44,"Mestrado","Advogado",43650.19448,"Baixo Risco"
"407",1954,43,"Ensino Superior","Do Lar",23486.35685,"Baixo Risco"
"408",1961,44,"Ensino Superior","Gerente",109624.2752,"Alto Risco"
"409",1966,43,"Ensino Superior","Profissional",43807.85545,"Baixo Risco"
"410",1979,41,"Ensino Superior","Trabalho Administrativo",49661.64684,"Baixo Risco"
"411",1982,55,"Mestrado","Advogado",88000,"Baixo Risco"
"412",1987,42,"Ensino Medio","Trabalho Manual",76034.05039,"Alto Risco"
"413",1997,52,"Mestrado","Gerente",160405.0941,"Baixo Risco"
"414",2004,46,"PhD","Gerente",170949.4872,"Baixo Risco"
"415",2011,40,"Ensino Medio","Trabalho Administrativo",29310.17082,"Alto Risco"
"416",2015,57,"Ensino Superior","Do Lar",0,"Baixo Risco"
"417",2025,59,"Ensino Superior","Do Lar",39762.99253,"Baixo Risco"
"418",2033,38,"Ensino Superior","Profissional",57683.61302,"Baixo Risco"
"419",2034,38,"Ensino Superior","Trabalho Manual",58193.13071,"Baixo Risco"
"420",2035,62,"Ensino Superior","Gerente",66783.92841,"Baixo Risco"
"421",2036,51,"Ensino Superior","Do Lar",0,"Alto Risco"
"422",2053,50,"Ensino Fundamental","Trabalho Manual",21567.01936,"Alto Risco"
"423",2059,37,"Ensino Superior","Profissional",72019.39927,"Alto Risco"
"424",2060,33,"Ensino Fundamental","Trabalho Administrativo",14369.0549,"Baixo Risco"
"425",2073,43,"Ensino Medio","Do Lar",0,"Baixo Risco"
"426",2084,42,"Ensino Fundamental","Estudante",4215.201087,"Alto Risco"
"427",2089,40,"Ensino Superior","Trabalho Manual",71293.15886,"Baixo Risco"
"428",2092,32,"Ensino Fundamental","Trabalho Manual",34368.34099,"Baixo Risco"
"429",2109,49,"Ensino Superior","Trabalho Administrativo",28695.56746,"Alto Risco"
"430",2129,66,"Ensino Medio","Profissional",45875.86276,"Baixo Risco"
"431",2134,46,"Ensino Medio","Trabalho Manual",106710.6872,"Baixo Risco"
"432",2135,39,"PhD","Advogado",167126.8329,"Baixo Risco"
"433",2148,55,"Ensino Superior","Trabalho Manual",67140.30493,"Baixo Risco"
"434",2149,40,"Ensino Fundamental","Trabalho Manual",58000,"Baixo Risco"
"435",2150,46,"Mestrado","Advogado",23863.17346,"Alto Risco"
"436",2165,41,"Mestrado","Advogado",132113.7152,"Alto Risco"
"437",2166,45,"Mestrado","Advogado",117609.2149,"Baixo Risco"
"438",2168,56,"PhD","Medico",184068.186,"Baixo Risco"
"439",2170,41,"Ensino Superior","Gerente",75080.4447,"Baixo Risco"
"440",2171,46,"Ensino Superior","Trabalho Manual",76743.90354,"Baixo Risco"
"441",2172,39,"Ensino Superior","Gerente",140469.2138,"Baixo Risco"
"442",2176,53,"Ensino Superior","Trabalho Manual",38720.39936,"Baixo Risco"
"443",2182,45,"Ensino Superior","Profissional",69852.35385,"Baixo Risco"
"444",2189,36,"Ensino Medio","Estudante",3747.065692,"Baixo Risco"
"445",2191,49,"Ensino Medio","Estudante",0,"Baixo Risco"
"446",2197,59,"Ensino Medio","Trabalho Administrativo",35192.40429,"Baixo Risco"
"447",2202,40,"Ensino Medio","Do Lar",0,"Baixo Risco"
"448",2203,53,"PhD","Gerente",189508.978,"Baixo Risco"
"449",2204,40,"Ensino Medio","Trabalho Manual",25505.47299,"Alto Risco"
"450",2206,40,"Ensino Fundamental","Trabalho Manual",30323.94282,"Alto Risco"
"451",2218,39,"Mestrado","Profissional",61793.28238,"Baixo Risco"
"452",2219,57,"Ensino Superior","Profissional",62893.59505,"Baixo Risco"
"453",2221,50,"Ensino Fundamental","Trabalho Manual",63799.01607,"Baixo Risco"
"454",2226,40,"Ensino Superior","Trabalho Manual",130050.9986,"Baixo Risco"
"455",2228,46,"Ensino Superior","Estudante",35677.98652,"Baixo Risco"
"456",2232,51,"Ensino Fundamental","Trabalho Manual",51604.86287,"Alto Risco"
"457",2236,35,"Ensino Superior","Trabalho Manual",88117.3996,"Baixo Risco"
"458",2241,59,"Ensino Medio","Trabalho Manual",63969.47804,"Alto Risco"
"459",2245,54,"PhD","Gerente",102294.6177,"Baixo Risco"
"460",2251,35,"Ensino Fundamental","Estudante",0,"Baixo Risco"
"461",2255,55,"Ensino Fundamental","Trabalho Administrativo",41159.22862,"Baixo Risco"
"462",2256,54,"Ensino Superior","Trabalho Manual",48465.66605,"Baixo Risco"
"463",2259,52,"PhD","Do Lar",2679.762608,"Baixo Risco"
"464",2263,36,"Ensino Superior","Trabalho Manual",69433.71819,"Baixo Risco"
"465",2264,57,"PhD","Medico",77686.25292,"Baixo Risco"
"466",2267,45,"Mestrado","Advogado",75109.42044,"Baixo Risco"
"467",2273,42,"Ensino Medio","Trabalho Administrativo",59800.35866,"Alto Risco"
"468",2277,29,"Ensino Medio","Do Lar",0,"Alto Risco"
"469",2287,47,"Mestrado","Advogado",46812.11115,"Baixo Risco"
"470",2289,46,"Ensino Medio","Gerente",97475.39953,"Baixo Risco"
"471",2291,46,"Ensino Superior","Profissional",46017.87532,"Baixo Risco"
"472",2296,30,"Ensino Medio","Estudante",0,"Alto Risco"
"473",2299,43,"Ensino Fundamental","Trabalho Administrativo",27495.81045,"Baixo Risco"
"474",2306,37,"Ensino Medio","Trabalho Administrativo",49547.69475,"Baixo Risco"
"475",2314,57,"Ensino Superior","Gerente",93401.18671,"Alto Risco"
"476",2317,51,"PhD","Do Lar",82886.08884,"Baixo Risco"
"477",2318,40,"Ensino Medio","Trabalho Manual",47455.72357,"Alto Risco"
"478",2321,32,"Ensino Fundamental","Trabalho Manual",39144.1441,"Alto Risco"
"479",2324,46,"Ensino Medio","Trabalho Administrativo",34508.4265,"Baixo Risco"
"480",2340,38,"Ensino Fundamental","Trabalho Administrativo",33000,"Baixo Risco"
"481",2343,50,"Mestrado","Advogado",73671.07885,"Baixo Risco"
"482",2349,49,"Ensino Superior","Profissional",89659.15394,"Baixo Risco"
"483",2352,51,"PhD","Gerente",141546.0443,"Alto Risco"
"484",2353,46,"Ensino Medio","Trabalho Manual",34705.35149,"Alto Risco"
"485",2365,38,"Ensino Fundamental","Estudante",0,"Alto Risco"
"486",2370,36,"Ensino Medio","Trabalho Manual",69546.24968,"Baixo Risco"
"487",2378,41,"Ensino Superior","Gerente",137815.1226,"Baixo Risco"
"488",2390,43,"Ensino Superior","Trabalho Administrativo",43505.04334,"Alto Risco"
"489",2399,41,"Ensino Medio","Trabalho Administrativo",48761.59472,"Baixo Risco"
"490",2402,45,"Ensino Superior","Trabalho Administrativo",71118.69578,"Alto Risco"
"491",2403,39,"Ensino Medio","Trabalho Administrativo",40608.01073,"Alto Risco"
"492",2404,43,"Ensino Medio","Profissional",50260.47658,"Baixo Risco"
"493",2414,36,"PhD","Medico",32645.2065,"Baixo Risco"
"494",2422,39,"Ensino Medio","Profissional",64989.69913,"Alto Risco"
"495",2424,45,"Mestrado","Gerente",107012.4914,"Baixo Risco"
"496",2430,46,"Mestrado","Do Lar",76216.3562,"Alto Risco"
"497",2435,51,"Ensino Medio","Trabalho Manual",58000,"Baixo Risco"
"498",2439,55,"Ensino Superior","Trabalho Administrativo",51512.28783,"Baixo Risco"
"499",2442,51,"Mestrado","Trabalho Manual",37097.52153,"Alto Risco"
"500",2445,38,"Ensino Superior","Profissional",100796.4219,"Baixo Risco"
"501",2449,43,"Mestrado","Trabalho Administrativo",71402.42087,"Baixo Risco"
"502",2451,50,"Ensino Medio","Do Lar",0,"Baixo Risco"
"503",2461,29,"Ensino Medio","Estudante",24364.77057,"Alto Risco"
"504",2464,40,"Ensino Superior","Profissional",76000,"Baixo Risco"
"505",2465,43,"Mestrado","Advogado",53073.29713,"Alto Risco"
"506",2472,52,"Ensino Fundamental","Estudante",0,"Baixo Risco"
"507",2476,51,"Ensino Superior","Trabalho Manual",46992.87546,"Baixo Risco"
"508",2482,48,"Ensino Fundamental","Trabalho Administrativo",16468.13832,"Baixo Risco"
"509",2487,43,"Ensino Medio","Trabalho Manual",83802.99556,"Baixo Risco"
"510",2498,44,"Ensino Superior","Profissional",63215.23887,"Alto Risco"
"511",2501,46,"PhD","Gerente",128026.3263,"Baixo Risco"
"512",2504,34,"Ensino Superior","Gerente",74356.22114,"Alto Risco"
"513",2511,37,"Ensino Fundamental","Trabalho Administrativo",29251.26305,"Baixo Risco"
"514",2518,28,"Ensino Fundamental","Trabalho Administrativo",11549.91894,"Baixo Risco"
"515",2521,45,"Mestrado","Advogado",124744.7358,"Baixo Risco"
"516",2530,51,"Ensino Superior","Gerente",71938.72529,"Baixo Risco"
"517",2543,37,"Ensino Fundamental","Trabalho Administrativo",36072.88503,"Alto Risco"
"518",2545,44,"Mestrado","Advogado",142551.2956,"Alto Risco"
"519",2561,47,"Ensino Medio","Profissional",69495.53694,"Alto Risco"
"520",2566,49,"Ensino Medio","Trabalho Manual",41067.65715,"Baixo Risco"
"521",2572,45,"Ensino Fundamental","Trabalho Administrativo",51220.51956,"Baixo Risco"
"522",2577,44,"PhD","Do Lar",0,"Baixo Risco"
"523",2578,49,"Ensino Superior","Profissional",96057.03538,"Baixo Risco"
"524",2580,35,"Mestrado","Profissional",37684.30583,"Baixo Risco"
"525",2581,41,"Ensino Superior","Gerente",56281.09337,"Baixo Risco"
"526",2582,56,"Ensino Superior","Gerente",50384.32149,"Baixo Risco"
"527",2584,51,"Mestrado","Advogado",57909.96095,"Baixo Risco"
"528",2590,41,"PhD","Advogado",141775.6368,"Baixo Risco"
"529",2598,38,"Ensino Fundamental","Trabalho Administrativo",30734.95465,"Baixo Risco"
"530",2602,51,"Ensino Medio","Trabalho Manual",104346.48,"Baixo Risco"
"531",2605,62,"Mestrado","Advogado",34580.02469,"Baixo Risco"
"532",2616,47,"Mestrado","Advogado",130086.9258,"Baixo Risco"
"533",2618,47,"Ensino Superior","Trabalho Manual",59233.49609,"Baixo Risco"
"534",2619,53,"Ensino Medio","Trabalho Manual",91924.00329,"Baixo Risco"
"535",2624,47,"Ensino Superior","Profissional",60935.84792,"Baixo Risco"
"536",2632,53,"Ensino Superior","Profissional",132536.4815,"Baixo Risco"
"537",2640,55,"Mestrado","Advogado",41340.60857,"Baixo Risco"
"538",2646,41,"Ensino Superior","Do Lar",37771.18485,"Baixo Risco"
"539",2651,56,"PhD","Advogado",112246.1461,"Baixo Risco"
"540",2660,38,"Ensino Superior","Gerente",94513.21847,"Baixo Risco"
"541",2661,56,"Mestrado","Advogado",146309.1881,"Baixo Risco"
"542",2668,41,"Ensino Medio","Do Lar",0,"Baixo Risco"
"543",2670,54,"Mestrado","Advogado",40818.01707,"Baixo Risco"
"544",2680,31,"Ensino Superior","Trabalho Administrativo",30347.83721,"Baixo Risco"
"545",2681,61,"Ensino Medio","Trabalho Manual",203920.0899,"Baixo Risco"
"546",2689,52,"Ensino Medio","Estudante",7355.771577,"Baixo Risco"
"547",2694,39,"Mestrado","Advogado",111619.1179,"Baixo Risco"
"548",2695,63,"Ensino Medio","Trabalho Manual",42208.88494,"Alto Risco"
"549",2696,53,"Ensino Superior","Trabalho Manual",72536.68147,"Baixo Risco"
"550",2702,41,"Ensino Medio","Do Lar",0,"Baixo Risco"
"551",2704,39,"Ensino Medio","Trabalho Administrativo",36142.7823,"Baixo Risco"
"552",2708,45,"Ensino Superior","Trabalho Administrativo",54391.31081,"Baixo Risco"
"553",2709,54,"Mestrado","Advogado",141317.8473,"Baixo Risco"
"554",2714,35,"Ensino Medio","Trabalho Manual",58310.32969,"Alto Risco"
"555",2716,53,"Mestrado","Gerente",30012.28149,"Baixo Risco"
"556",2723,47,"Ensino Medio","Trabalho Administrativo",25620.05586,"Baixo Risco"
"557",2725,40,"Ensino Medio","Trabalho Administrativo",25645.23336,"Baixo Risco"
"558",2738,54,"Ensino Medio","Estudante",0,"Baixo Risco"
"559",2750,43,"Ensino Fundamental","Trabalho Manual",82355.70103,"Baixo Risco"
"560",2756,44,"Ensino Medio","Trabalho Administrativo",14040.586,"Baixo Risco"
"561",2758,30,"Mestrado","Advogado",103184.9762,"Baixo Risco"
"562",2766,50,"Ensino Superior","Do Lar",0,"Baixo Risco"
"563",2767,37,"Ensino Medio","Trabalho Administrativo",35738.42229,"Baixo Risco"
"564",2771,52,"Mestrado","Advogado",63806.57351,"Baixo Risco"
"565",2775,60,"Ensino Superior","Do Lar",8287.164428,"Baixo Risco"
"566",2776,44,"Ensino Superior","Gerente",61597.36068,"Baixo Risco"
"567",2779,42,"Ensino Medio","Trabalho Manual",57378.64815,"Alto Risco"
"568",2780,38,"Ensino Fundamental","Trabalho Manual",35653.32722,"Baixo Risco"
"569",2781,38,"Ensino Superior","Profissional",46137.85491,"Baixo Risco"
"570",2782,34,"Mestrado","Advogado",37363.85278,"Alto Risco"
"571",2783,54,"Ensino Medio","Do Lar",0,"Baixo Risco"
"572",2796,47,"Ensino Medio","Estudante",6300,"Baixo Risco"
"573",2798,50,"Mestrado","Gerente",70135.47922,"Alto Risco"
"574",2800,45,"Ensino Superior","Profissional",65939.50137,"Baixo Risco"
"575",2803,47,"Ensino Superior","Gerente",108776.1192,"Baixo Risco"
"576",2806,45,"Ensino Superior","Do Lar",60244.67984,"Baixo Risco"
"577",2813,44,"Ensino Medio","Trabalho Manual",34358.07364,"Baixo Risco"
"578",2818,60,"PhD","Medico",105172.7626,"Baixo Risco"
"579",2821,45,"Ensino Superior","Estudante",6300,"Alto Risco"
"580",2825,58,"Mestrado","Gerente",90671.74931,"Baixo Risco"
"581",2829,59,"Ensino Medio","Estudante",15209.81048,"Baixo Risco"
"582",2830,53,"Ensino Medio","Estudante",0,"Alto Risco"
"583",2833,41,"Ensino Superior","Profissional",71537.22347,"Baixo Risco"
"584",2839,58,"Ensino Fundamental","Estudante",9750.199009,"Alto Risco"
"585",2843,49,"Ensino Medio","Gerente",106914.6701,"Baixo Risco"
"586",2846,56,"Ensino Superior","Profissional",59674.71699,"Baixo Risco"
"587",2847,53,"Mestrado","Advogado",0,"Baixo Risco"
"588",2848,30,"Ensino Superior","Trabalho Manual",59388.20775,"Baixo Risco"
"589",2856,26,"Ensino Medio","Estudante",0,"Alto Risco"
"590",2863,34,"Ensino Fundamental","Trabalho Administrativo",16167.07715,"Baixo Risco"
"591",2867,38,"Mestrado","Advogado",59394.86934,"Baixo Risco"
"592",2869,32,"Ensino Superior","Gerente",85401.82287,"Baixo Risco"
"593",2873,50,"Ensino Medio","Trabalho Administrativo",38462.08881,"Baixo Risco"
"594",2874,45,"Ensino Superior","Trabalho Manual",61094.49765,"Baixo Risco"
"595",2875,35,"Ensino Medio","Do Lar",2540.401153,"Alto Risco"
"596",2880,33,"Ensino Medio","Trabalho Manual",58000,"Alto Risco"
"597",2886,43,"Ensino Superior","Profissional",76158.64499,"Baixo Risco"
"598",2887,34,"Ensino Medio","Trabalho Administrativo",24897.00702,"Alto Risco"
"599",2888,40,"Ensino Medio","Profissional",65759.19699,"Baixo Risco"
"600",2889,33,"Ensino Medio","Do Lar",0,"Alto Risco"
"601",2890,33,"Ensino Medio","Trabalho Administrativo",25036.99655,"Alto Risco"
"602",2892,36,"Ensino Medio","Gerente",39786.49684,"Alto Risco"
"603",2901,34,"Ensino Superior","Profissional",62707.55597,"Baixo Risco"
"604",2902,48,"Mestrado","Advogado",102860.5959,"Baixo Risco"
"605",2905,45,"Ensino Superior","Profissional",53419.71704,"Baixo Risco"
"606",2917,45,"Ensino Fundamental","Trabalho Manual",31497.01823,"Alto Risco"
"607",2922,33,"Ensino Superior","Trabalho Manual",83663.57748,"Alto Risco"
"608",2924,38,"Ensino Fundamental","Trabalho Manual",22318.76914,"Baixo Risco"
"609",2930,59,"PhD","Gerente",210115.4874,"Baixo Risco"
"610",2931,50,"Mestrado","Profissional",79941.24536,"Baixo Risco"
"611",2946,41,"Ensino Medio","Trabalho Administrativo",34304.46438,"Baixo Risco"
"612",2955,46,"Ensino Medio","Trabalho Manual",33635.30533,"Baixo Risco"
"613",2962,49,"Ensino Medio","Trabalho Administrativo",29843.95678,"Baixo Risco"
"614",2964,34,"Ensino Superior","Profissional",133936.9482,"Baixo Risco"
"615",2965,29,"Ensino Superior","Estudante",0,"Alto Risco"
"616",2967,43,"Ensino Superior","Trabalho Administrativo",58111.63746,"Baixo Risco"
"617",2970,42,"Mestrado","Gerente",96752.04264,"Baixo Risco"
"618",2973,35,"Ensino Medio","Estudante",34385.46514,"Alto Risco"
"619",2974,36,"Mestrado","Advogado",101076.6235,"Baixo Risco"
"620",2976,57,"Ensino Medio","Trabalho Manual",39952.98317,"Alto Risco"
"621",2977,53,"Ensino Medio","Gerente",33302.50321,"Alto Risco"
"622",2978,38,"Mestrado","Advogado",181453.1692,"Baixo Risco"
"623",2986,47,"PhD","Gerente",40764.35863,"Baixo Risco"
"624",2988,28,"Mestrado","Trabalho Manual",54000,"Baixo Risco"
"625",2989,64,"Mestrado","Advogado",96238.0613,"Baixo Risco"
"626",2995,17,"Ensino Medio","Trabalho Manual",40015.15529,"Alto Risco"
"627",3005,46,"Ensino Medio","Profissional",57135.66492,"Alto Risco"
"628",3011,50,"Ensino Superior","Gerente",61082.04792,"Baixo Risco"
"629",3013,46,"Ensino Superior","Gerente",52411.1457,"Baixo Risco"
"630",3019,35,"Ensino Superior","Trabalho Manual",67702.12445,"Alto Risco"
"631",3021,48,"Ensino Medio","Estudante",0,"Baixo Risco"
"632",3022,58,"Mestrado","Medico",153830.6973,"Alto Risco"
"633",3029,39,"Ensino Medio","Do Lar",12000,"Baixo Risco"
"634",3037,36,"PhD","Medico",82108.65556,"Baixo Risco"
"635",3042,55,"PhD","Medico",291181.9674,"Baixo Risco"
"636",3043,40,"PhD","Advogado",126482.9154,"Baixo Risco"
"637",3049,46,"Mestrado","Gerente",175117.2144,"Baixo Risco"
"638",3050,41,"Ensino Medio","Trabalho Manual",53940.14069,"Alto Risco"
"639",3053,40,"Ensino Superior","Trabalho Manual",49181.64176,"Baixo Risco"
"640",3058,41,"Ensino Superior","Profissional",104088.0667,"Baixo Risco"
"641",3062,37,"Ensino Medio","Trabalho Administrativo",24932.80668,"Baixo Risco"
"642",3063,60,"Ensino Superior","Profissional",144201.7904,"Baixo Risco"
"643",3065,39,"Ensino Fundamental","Estudante",2946.911963,"Baixo Risco"
"644",3080,47,"Mestrado","Gerente",116008.4607,"Baixo Risco"
"645",3088,37,"Ensino Superior","Profissional",113153.0972,"Alto Risco"
"646",3093,43,"Ensino Superior","Profissional",96010.92714,"Baixo Risco"
"647",3096,52,"Ensino Medio","Profissional",73574.36997,"Alto Risco"
"648",3101,49,"Ensino Medio","Profissional",34627.88605,"Baixo Risco"
"649",3103,43,"Mestrado","Gerente",69245.24496,"Alto Risco"
"650",3107,54,"PhD","Profissional",139157.1037,"Baixo Risco"
"651",3109,41,"Ensino Superior","Gerente",139975.4721,"Baixo Risco"
"652",3111,47,"Ensino Fundamental","Trabalho Manual",40494.86414,"Baixo Risco"
"653",3113,36,"Ensino Fundamental","Estudante",0,"Alto Risco"
"654",3116,33,"Ensino Superior","Trabalho Manual",111717.8704,"Baixo Risco"
"655",3132,31,"Ensino Superior","Profissional",56782.4497,"Baixo Risco"
"656",3141,49,"Ensino Superior","Trabalho Manual",106161.1098,"Baixo Risco"
"657",3153,40,"Ensino Superior","Estudante",16641.28248,"Alto Risco"
"658",3154,65,"Mestrado","Gerente",85893.57026,"Baixo Risco"
"659",3160,38,"Ensino Medio","Trabalho Administrativo",27369.61507,"Baixo Risco"
"660",3167,54,"Ensino Medio","Trabalho Manual",63339.33998,"Baixo Risco"
"661",3170,49,"Ensino Superior","Estudante",26301.32358,"Alto Risco"
"662",3173,49,"Ensino Medio","Profissional",46506.60119,"Alto Risco"
"663",3174,48,"Ensino Superior","Estudante",43635.83651,"Alto Risco"
"664",3177,51,"Mestrado","Advogado",128221.1469,"Baixo Risco"
"665",3179,41,"Ensino Medio","Trabalho Administrativo",40465.84775,"Baixo Risco"
"666",3184,31,"Ensino Medio","Trabalho Administrativo",42491.9052,"Alto Risco"
"667",3190,47,"PhD","Trabalho Manual",59963.28026,"Alto Risco"
"668",3193,49,"Mestrado","Advogado",88000,"Baixo Risco"
"669",3199,55,"Ensino Medio","Trabalho Manual",39832.85812,"Baixo Risco"
"670",3201,45,"Mestrado","Advogado",177364.7764,"Baixo Risco"
"671",3202,44,"Ensino Medio","Trabalho Administrativo",18189.36526,"Baixo Risco"
"672",3203,51,"Ensino Superior","Do Lar",15732.40053,"Alto Risco"
"673",3206,28,"Ensino Fundamental","Estudante",4842.535237,"Alto Risco"
"674",3209,43,"Ensino Fundamental","Trabalho Administrativo",35292.71459,"Baixo Risco"
"675",3210,37,"Ensino Medio","Trabalho Administrativo",31212.49941,"Baixo Risco"
"676",3217,37,"Mestrado","Profissional",82970.92139,"Baixo Risco"
"677",3220,42,"Mestrado","Do Lar",72709.80713,"Baixo Risco"
"678",3228,33,"Ensino Superior","Trabalho Manual",74546.10069,"Alto Risco"
"679",3232,55,"Mestrado","Advogado",97889.55226,"Baixo Risco"
"680",3239,44,"PhD","Profissional",173411.6049,"Baixo Risco"
"681",3243,45,"PhD","Medico",207122.9359,"Alto Risco"
"682",3245,46,"Mestrado","Profissional",75983.49428,"Baixo Risco"
"683",3246,35,"Ensino Medio","Trabalho Manual",29249.70533,"Alto Risco"
"684",3251,49,"Mestrado","Advogado",98174.73719,"Baixo Risco"
"685",3253,38,"Ensino Fundamental","Estudante",2725.899142,"Baixo Risco"
"686",3257,37,"Ensino Medio","Trabalho Manual",65402.35574,"Baixo Risco"
"687",3260,51,"Ensino Medio","Profissional",45771.22193,"Baixo Risco"
"688",3261,49,"Ensino Superior","Trabalho Administrativo",43560.3911,"Baixo Risco"
"689",3263,48,"Ensino Medio","Do Lar",0,"Baixo Risco"
"690",3278,50,"PhD","Medico",167365.3016,"Baixo Risco"
"691",3281,57,"Ensino Fundamental","Estudante",6300,"Baixo Risco"
"692",3283,48,"Ensino Superior","Estudante",0,"Baixo Risco"
"693",3290,62,"Ensino Medio","Do Lar",2861.165912,"Baixo Risco"
"694",3297,30,"Ensino Superior","Profissional",56252.60274,"Alto Risco"
"695",3304,53,"Mestrado","Advogado",114746.2677,"Baixo Risco"
"696",3305,37,"Ensino Fundamental","Trabalho Manual",22631.98033,"Alto Risco"
"697",3307,45,"PhD","Gerente",87000,"Baixo Risco"
"698",3308,42,"Mestrado","Advogado",124374.6641,"Alto Risco"
"699",3313,50,"Ensino Fundamental","Trabalho Manual",34101.45886,"Baixo Risco"
"700",3314,53,"Ensino Fundamental","Trabalho Manual",18635.3907,"Baixo Risco"
"701",3317,43,"Ensino Superior","Estudante",2346.163923,"Baixo Risco"
"702",3348,42,"Mestrado","Gerente",130453.7369,"Baixo Risco"
"703",3350,50,"Mestrado","Advogado",109638.7349,"Baixo Risco"
"704",3359,51,"Mestrado","Advogado",29137.68856,"Baixo Risco"
"705",3367,53,"Ensino Fundamental","Trabalho Manual",28534.59965,"Baixo Risco"
"706",3376,56,"PhD","Medico",59152.18551,"Baixo Risco"
"707",3378,40,"Ensino Fundamental","Trabalho Manual",42745.45556,"Baixo Risco"
"708",3384,44,"Ensino Medio","Trabalho Administrativo",31727.61668,"Alto Risco"
"709",3386,32,"Ensino Medio","Trabalho Manual",100056.7723,"Baixo Risco"
"710",3387,46,"PhD","Medico",116602.3254,"Baixo Risco"
"711",3388,63,"Ensino Medio","Trabalho Administrativo",18212.73139,"Baixo Risco"
"712",3390,43,"Ensino Fundamental","Estudante",25712.72694,"Baixo Risco"
"713",3391,33,"Ensino Superior","Trabalho Manual",101191.2927,"Baixo Risco"
"714",3396,38,"Ensino Superior","Gerente",90596.43372,"Baixo Risco"
"715",3398,55,"Ensino Superior","Trabalho Manual",70092.98177,"Baixo Risco"
"716",3404,55,"PhD","Medico",98980.36936,"Baixo Risco"
"717",3406,39,"Ensino Superior","Profissional",85126.93451,"Baixo Risco"
"718",3407,35,"Ensino Fundamental","Trabalho Administrativo",32655.4359,"Baixo Risco"
"719",3414,60,"PhD","Medico",52145.85069,"Baixo Risco"
"720",3419,47,"Mestrado","Profissional",76000,"Baixo Risco"
"721",3423,36,"Ensino Fundamental","Trabalho Manual",16033.89181,"Alto Risco"
"722",3427,35,"Ensino Medio","Trabalho Administrativo",26371.97852,"Baixo Risco"
"723",3432,54,"PhD","Medico",63441.97827,"Baixo Risco"
"724",3434,42,"Mestrado","Gerente",59142.15863,"Baixo Risco"
"725",3438,38,"Ensino Superior","Gerente",142002.162,"Baixo Risco"
"726",3442,39,"Ensino Superior","Gerente",54817.9236,"Baixo Risco"
